product_name,in_stores,in_warehouse,total
Safari Kamari Halter Shirt - Light Blue,5,2,7
Vivo Kitenge Wrap Skirt - Himo,5,2,7
Vivo Iyana Shirred Waist Jumpsuit - Dark Purple,6,1,7
Safari Zene Tiered Above Knee Dress - White,3,4,7
Vivo Scalloped Kimono in Crepe - Teal / Light Blue Print,5,2,7
Vivo Ayah Bishop Sleeve Mock Neck Top - Lilac / Orange Zani Print,5,2,7
Vivo Basic Ali Jacket - Hunters Green,5,2,7
Vivo Laika Bishop Sleeve Shift Dress - Black,7,0,7
Vivo Basic Nandi High Slit Kimono - Cream / Pink Print,6,1,7
Vivo Basic Val Tank Top - Navy Blue,7,0,7
Vivo Tanda Skirt & Top Set - Olive,7,0,7
Zoya Party Drawstring Hoodie - Buttermilk,7,0,7
Vivo X This Is Essential  Sleeveless High Neck Bodysuit - Chocolate,0,7,7
Safari Men's Short Sleeve Shirt - White / Chari Print,5,2,7
Vivo Fitted Tops - Fs 3,6,1,7
Vivo Alma Drawstring Top - Dark Grey,6,1,7
Vivo Basic Crepe Bishop Sleeve Top - Dark Olive,5,2,7
Safari Savannah Men's Half Placket Shirt - Hunters,4,3,7
Vivo Basic Crepe Pants - Magenta,4,3,7
Safari Tiwa Straight Leg Pants - White,4,3,7
Vivo Upe Wide Leg Pants - Burgundy,7,0,7
Vivo Nimali Satin Joggers - Grey,7,0,7
Vivo Liora Sleeveless Drawstring Top In Satin - Green / Teal Print,2,5,7
Vivo Basic Chiffon Tie Kaftan Top - Orange / Light Blue Nisa Print,4,3,7
Zoya Yuni Halter Midriff Top - Black,7,0,7
Vivo Liora Drawstring Pants - Black,7,0,7
Safari Savannah Men's Drawstring Shorts (Regular) - Hunters,3,4,7
Vivo Lena Waistcoat - Black / White Stripes,4,3,7
Vivo Ajani V-Neck Top - Peach / Tan Print,3,4,7
Vivo Maisha 3/4 Sleeve Maxi Dress - Grey Mural Print,7,0,7
Vivo Liora Multiway Top in Satin - Brown Textured Print,3,4,7
Vivo Wena High Slit Maxi Shirt - Sea Green,7,0,7
Zoya Shani Satin Off Shoulder Crop Top - Burgundy,7,0,7
Vivo Keza V-Neck Maxi Kaftan - White / Lilac Print,1,6,7
Vivo Tahisa Straight Leg Pants -Light Olive,4,3,7
Vivo J.O V-Neck Sheath Dress - Burgundy,1,6,7
Vivo Seli Wide Leg Pants - Lilac / Navy Esli Print,2,5,7
Vivo Safa Straight Leg Pants - Navy,4,3,7
Vivo Nora Front Pleat Knee Length Dress - Chocolate,7,0,7
Vivo Mira Reversible Wrap Top - Peach / Brown Fan Print,7,0,7
Vivo Basic Short Waterfall - Mustard,7,0,7
Safari Kaya Long Sleeve Shirt Dress - Black,3,4,7
Vivo Serwa Tent Dress - Beige,7,0,7
Vivo Basic Bodycon Dress - Off White,6,1,7
Vivo Dua Shirt In Satin - Magenta,5,1,6
Safari by Vivo Cotton Wide Drawstring Kaftan - Green / Purple Print,6,0,6
Zoya Temo Mens Short Sleeve T-shirt - Navy / Blue Camo,6,0,6
Vivo Chela Sleeveless Waterfall - Maroon,3,3,6
Vivo Ayah Drawstring Pants - Lilac,5,1,6
Safari by Vivo Zehra Embroidered Linen Kimono - Maroon,6,0,6
Safari Men's Kitenge Drawstring Shorts - Chari Print,5,1,6
Vivo Kitenge Wide Leg Pants - Juja,5,1,6
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Avena Print,6,0,6
Vivo Essentials Bodycon - Black,4,2,6
Vivo Ria Mock Neck Top - Rust,4,2,6
Safari by Vivo Zehra Kitenge Short Kimono - Moli Print,5,1,6
Vivo Liora Maxi Kimono - Olive / Green Ziza Print,5,1,6
Vivo Talia Front Slit Maxi Top - White / Lilac Alia Print,4,2,6
Vivo Wide Top in Satin - White / Light Blue  Rozi Print,5,1,6
Safari Savannah Men's Drawstring Shorts (Tall) - Hunters,4,2,6
Vivo Essentials Tank Top - White,5,1,6
Vivo Kemi Skirt & Top Set - White / Lime Emi Print,3,3,6
Zoya Banda Unisex Jorts - Pink,6,0,6
Vivo Serwa Flounce Dress - Mint,5,1,6
Vivo Basic Chiffon Cap Sleeve Top (Double Layered) - Navy,6,0,6
Safari Kamari Halter Shirt - Baby Blue,5,1,6
Vivo Liora Wide Leg Pants - White / Yellow Rozi Print,6,0,6
Safari by Vivo Zene High Low Shirt Dress - Rust,5,1,6
Safari Kaya Long Sleeve Shirt Dress - Taupe,5,1,6
Vivo Safa Straight Leg Pants - Dark Red,6,0,6
Vivo Kaisa Maxi Skirt - Black Hill Texture,5,1,6
Vivo Ayah Satin Pants - Dark Red,5,1,6
Vivo Liora Multiway Top in Satin - Taupe Textured Print,6,0,6
Safari Haya Drop Shoulder Side Tie Top - Red Koi Print,4,2,6
Vivo Reba Drop Shoulder Shirt Dress - Hot Pink / Black Deka Print,6,0,6
Zoya Nia Off Shoulder Knee Length Dress - Lilac,6,0,6
Vivo Samira Pants - White / Black Print,5,1,6
Vivo Maisha Straight Leg Pants In Crepe - Grey / Black Abstract Print,5,1,6
Vivo Ayah Bishop Sleeve Mock Neck Top - Chocolate,5,1,6
Safari Tafari Off Shoulder Crop Top - Dafi Print,5,1,6
Vivo Zena Shirred Waist Maxi Shirt Dress in Crepe - White / Maroon Dana Print,6,0,6
Vivo Chidii Drop Shoulder Kimono - Gold,3,3,6
Vivo Yumi High Low Shirt Dress - Orange,5,1,6
Vivo Basic Dolman Sweater - Black,6,0,6
Vivo Samira Midi Dress - Off White / Purple Print,6,0,6
Vivo Niari Full Length Pants - Grey,2,4,6
Vivo Merika Satin Wrap Top - White / Mustard Nito Print,5,1,6
Vivo Basic Cowl Jersey Top - White,4,2,6
Vivo Basic Crepe Pants - Black,3,3,6
Zoya Sadira Mini Cargo Skirt - Taupe,6,0,6
Vivo Extra Long May Jersey Waterfall - Taupe,3,3,6
Vivo Pesi Basic Long Sleeve Shirt - Lime Stripes,5,1,6
Vivo Keza V Neck Maxi Kaftan - Pink / Off White Print,3,3,6
Vivo Isabi Loose Top - Fuschia,2,4,6
Vivo Selah Palazzo Pants in Stretch Rib - Lilac,4,2,6
Vivo Kitenge Multi Purpose Wrap - Black / Blue Ankara Print,4,2,6
Safari by Vivo Zehra Drawstring Pants - Maroon,6,0,6
Vivo Liora Asymmetrical Satin Kaftan Top - Hunters Textured Print,3,3,6
Vivo Nimali Satin Joggers - Red,6,0,6
Vivo Sierra Long Sleeve Top (Double Layered) - White,5,1,6
Vivo Wastani 3/4 Shirred Sleeve Wide Tunic - Lilac / Dark Purple Lupa Print,6,0,6
Vivo Nandi High Slit Kimono - Black / Blue Print,3,3,6
Vivo Liora Satin Drawstring Kimono Sleeve Top - Burgundy Textured Print,6,0,6
Vivo Ayah Hijab Headwrap - Off White / Rust Yana Print,6,0,6
Vivo Basic Strappy Cowl Top - Champagne,3,3,6
Vivo Yene Wide Leg Pants - Navy Blue,4,2,6
Vivo Basic Imelda Cowl Sweater - Light Grey,3,3,6
Vivo Basic Bodycon Dress in Stretch Reeyon - Grey,5,1,6
Vivo Nandi High Slit Kimono - Black / Red Print,2,4,6
Safari Savannah Wrap Top - White,4,2,6
Zoya Luna Drape Tie Top - Pink,6,0,6
Vivo Basic Nandi A-Line Kimono - Black / White Off-White Nel Print,6,0,6
Vivo Nora 3/4 Sleeve Peplum Top - Hunters,4,2,6
Vivo Knee Length Kaftan in Satin - Teal / Black Print,4,2,6
Vivo Laika Bishop Sleeve Shift Dress In Crepe - Lilac / Black Aria Print,5,1,6
Vivo Wingu Three Tiered Knee Length Dress - Brown / Cream Print,5,1,6
Zoya Sadira Strappy Bodysuit - White,6,0,6
Safari by Vivo Mansi Wide Hem Embroidered Tent Dress - Orange,5,1,6
Vivo Basic Palazzo Pants - Hunters Green,5,1,6
Vivo Samira Wide Satin Kimono - Cream / Black Print,2,4,6
Vivo Keza Satin Border Maxi Kaftan - Brown / Mint Abstract Print,6,0,6
Vivo Basic Cap Sleeve Top in Satin - Cream / Lilac Huwa Print,6,0,6
Safari by Vivo Cotton Wide Drawstring Kaftan - Mint / Red Print,6,0,6
Vivo Basic Double Layered Long Sleeved Bodysuit - Dark Teal,5,1,6
Vivo Lalani Turtle Neck Sweater Dress - Chocolate / Orange Ukwi Print,4,2,6
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Dark Red,4,2,6
Vivo Maisha Kimono & Pant Set - Grey / Black Print,6,0,6
Safari Mali 3/4 Bishop Sleeve Tie Top - White,5,1,6
Vivo Kitenge Multi Purpose Wrap - Red / Pink Ankara Print,6,0,6
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Black / White Ana Print,5,1,6
Vivo Nasinka A-Line Maxi Dress - Black,3,3,6
Vivo Chidii Tunic Dress With Frills - Brown Textured Print,5,1,6
Vivo Hamle Side Twist Tie Bodycon - Navy,3,3,6
Vivo Nimali Satin Shorts - Brown,5,1,6
Vivo Keza V Neck Maxi Kaftan In Satin - Black / White Print,6,0,6
Vivo Basic Cap Sleeve Top In Crepe - Mustard,4,2,6
Zoya Shani Sarong Wrap - Burgundy,6,0,6
Vivo Basic Val Long Sleeve Top - Dark Green,5,1,6
Vivo Niari Full Length Pants - Dusty Green,4,2,6
Vivo Sakari Drop Shoulder Jumpsuit - Sea Green / Burgundy Lisi Print,2,4,6
Vivo Basic Crepe Bishop Sleeve Top - Light Grey,5,1,6
Vivo X This Is Essential  Sleeveless High Neck Bodysuit - Red,2,4,6
Safari Savannah Midi Wrap Dress - Mustard,3,3,6
Vivo Essentials Bodycon - Yellow,6,0,6
Safari Tiwa Barell Pants - White,6,0,6
Safari Men's Chinese Collar Long Sleeve Shirt - Grey Stripped,4,2,6
Safari Tiwa Shirred Top - Lime,3,3,6
Vivo Side Slit Midi Waterfall - Dark Red,4,2,6
Vivo Chidii Drop Shoulder Kimono - Light Tan / Navy Tulu Print,4,2,6
Vivo Liora Shorts - Red / Black Ziza Print,4,2,6
Vivo Basic Satin Bishop Sleeved Top - Orange,4,2,6
Vivo Studio Lounge Pants in Rib - Olive,2,4,6
Vivo Alek 3/4 Sleeve A-Line Kimono - Navy / Orange Aber Print,3,3,6
Vivo Liora Drawstring Kimono Sleeve Top - Coral,2,4,6
Safari Tara Barell Pants - Light Blue / Navy Dire Print,3,3,6
Vivo Nuru Strappy Top - Dusty Pink / Navy Uri Print,4,2,6
Vivo Naya One Shoulder Flounce Jumpsuit - Pweza Print,6,0,6
Vivo Everyday Side Twist Bodycon in Jersey - Dark Purple,3,3,6
Vivo Essentials Biker Shorts - Mulberry,5,1,6
Zoya Party Cowl Bare Back Mini Dress - Taupe / Pink Waridi Print,6,0,6
Shiv & Shikie X Safari Cargo Pants - Dark Grey,5,1,6
Vivo Sierra Long Sleeve Top in Chiffon (Double Layered)  - Pink,3,3,6
Vivo Samira Pants - Black / Brown Polka Dot Print,6,0,6
Vivo Kani Bishop Sleeve Top - Maroon,3,3,6
Zoya Temo Mens Camo Shirt - Camo Brown,6,0,6
Zoya Shani Pleated Pants - Navy Blue,6,0,6
Vivo Basic Sienna Waterfall - Chocolate,6,0,6
Vivo Basic Cap Sleeve Chiffon Maxi Dress - Light Blue / Purple Sinka Print,4,2,6
Vivo Chela Tank Top in Stretch Rib - Black,5,1,6
Vivo Basic Crepe Pants - Orange / Black Tiki Print,3,3,6
Vivo Liora Sleeveless Drawstring Top - Red / Black Ziza Print,6,0,6
Vivo Basic Liv Chiffon Top - White / Black Print,4,2,6
Vivo Long Sleeve Maxi Waterfall - Caramel,6,0,6
Vivo Basic Waterfall - White,4,2,6
Vivo Leila Maxi Waterfall - Dark Maroon,6,0,6
Vivo Takali Asymmetrical Midi Length Kaftan In Satin - Dark Green,4,2,6
Vivo Fahari 3/4 Sleeve Shirred Shirt - Dark Mustard,4,2,6
Vivo Ayah Satin Pants - Dark Purple,6,0,6
Safari Haya Drop Shoulder Side Tie Top - Maroon Koi Print,3,3,6
Vivo Iyana Bubble Sleeveless Top - Navy,3,3,6
Vivo Iyana Bubble Sleeveless Top - Maroon,3,3,6
Safari Mansi Hi-Low Shirt - Green Stripes,2,4,6
Vivo Ava Tent Flounce Maxi Dress - Mustard Orange Sella Print,6,0,6
Vivo Keza Satin Border Maxi Kaftan - Light Blue / Teal Abstract Print,5,1,6
Vivo Basic Long Sleeved Double Layered Bodycon - Mustard,5,1,6
Vivo Basic Cap Sleeve Top In Crepe - Buttermilk,5,1,6
Vivo Ari Short Sleeve Top - Teal,5,1,6
Safari Men's Long Sleeve T-shirt - Black / Elmi Print,4,2,6
Vivo Scalloped Kimono in Crepe - Beige / Grey Print,6,0,6
Vivo Maisha Top & Pant Set - White / Blue Print,3,3,6
Vivo Ruched Maxi Top in Textured Satin - Beige / Black Print,5,1,6
Vivo Chidii Drop Shoulder Kimono - White / Mint Tulu Print,5,1,6
Zoya Basic Jersey Bandeau - Red,6,0,6
Vivo Tahisa Straight Leg Pants - Navy,4,2,6
Vivo Maisha Drop Shoulder Maxi Dress In Rayon - Pink / Cream Print,3,3,6
Zoya Basic Jersey Bandeau - Black,6,0,6
Vivo Meli Sleeveless Coat - Black,2,4,6
Vivo Safa Skirt - Dark Taupe,4,2,6
Vivo Zahari 3/4 Sleeve Off-Shoulder Jumpsuit - Chocolate,5,1,6
Safari by Vivo Zehra Embroidered Linen Kimono - Navy,1,5,6
Vivo Diella Pleated Dress - Maroon,6,0,6
Vivo Lulu Drawstring Top In Cotton - Orange,4,2,6
Safari Bush Men's Long Sleeve T-shirt - Grey,5,1,6
Vivo Yumi Off Shoulder Jumpsuit - Dark Green,6,0,6
Safari Tafari Off Shoulder Crop Top - Selvi Print,3,3,6
Safari by Vivo Zehra Kitenge Shorts - Pollo Print,6,0,6
Vivo Dua 3/4 Sleeved V Neck Shirt - Lilac / Black Arisi Print,3,3,6
Vivo Seli Head Wrap - Peach,2,4,6
Vivo Nimali Satin Joggers - Gold,6,0,6
Vivo Ayah Bishop Sleeve Mock Neck Top - Taupe / Orange Zani Print,5,1,6
Vivo Takali Tunic Top In Satin - Olive / Black Arisi Print,6,0,6
Vivo Basic Sleeveless Jersey Waterfall - Brown,4,2,6
Vivo Izzy Satin Bishop Sleeve Top - Lime,2,3,5
Vivo Basic Leisure Pants - Green,3,2,5
Zoya X Metamorphisized 143 Oversized Bowling  Shirt - White / Black,5,0,5
Vivo Knee Length Kaftan in Satin - Pink / Orange Print,4,1,5
Vivo Basic Puff Sleeved Bodycon - Mustard,3,2,5
Zoya Yuni Strappy Midriff Top - Beige,5,0,5
Vivo Sakari Cap Sleeve Maxi Dress - Brown,3,2,5
Vivo Jersey Spaghetti Tank Top - Chocolate,4,1,5
Zoya Temo Straight Leg Pants - Camo Green,5,0,5
Safari Tara Crop Shacket - Navy / Light Blue Sutu Print,3,2,5
Vivo Chidii Tunic Dress With Frills - Black / Burgundy Print,4,1,5
Vivo Niari Boat Neck Dress - Light Olive,5,0,5
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Mustard Textured Print,4,1,5
Vivo Chiffon Shorts - Black,5,0,5
Vivo Ria A-Line Dress - Chocolate,4,1,5
Safari Nazari Bubble Midi Dress - Black / Beige Print,5,0,5
Vivo Scalloped Kimono in Crepe - Mulberry / Cream Print,3,2,5
Vivo Basic Satin Bishop Sleeved Top - Olive,5,0,5
Vivo Cowl Camisole - Black,4,1,5
Safari Tafari High Slit Kimono - Hunters / Lulu Print,3,2,5
Vivo Basic Hooded Kimono - Beige / White Print,2,3,5
Vivo Liora Drawstring Midi Dress - Grey / Mustard Ziza Print,5,0,5
Vivo Aleri Front Slit Sheath Dress - Red,5,0,5
Safari Savannah Wrap Top - Rust,3,2,5
Vivo Everyday Cap Sleeve Top - Dark Olive,5,0,5
Vivo X This Is Essential  Short Sleeve Bodysuit - Red,2,3,5
Zoya Party Turtle Neck Midriff Top - Buttermilk,5,0,5
Vivo Basic Tulip Sweater - Grey,5,0,5
Vivo Tatili Bishop Long Sleeve Top In Satin - Grey Multicolor Print,5,0,5
Vivo Kitenge Wrap Skirt - Tafo,2,3,5
Vivo Waterfalls & Kimonos - FS 4,5,0,5
Vivo Merika Satin Wrap Top - Brown / Black Animal Print,5,0,5
Safari Naledi 3/4 Sleeve Tent Dress - Taupe Puff Stripes,3,2,5
Vivo Kitenge Wide Leg Pants - Navy / Brown Chiku Print,2,3,5
Vivo Maisha Wide High Low Top - White / Lilac Ika Print,5,0,5
Vivo Sanali Trench Coat - Mustard,4,1,5
Vivo Yene Wide Leg Pants - Purple,3,2,5
Vivo Basic Dolman Sweater - Grey,4,1,5
Shiv & Shikie X Safari Drawstring Shorts - Purple,5,0,5
Vivo Chela Wide Leg Pants - Taupe,3,2,5
Safari 3/4 Sleeve Maxi Kimono With Headwrap - Mustard / Cream Print,2,3,5
Vivo Nuru Side Panel Wide Leg Pants - Dusty Pink / Navy Uru Print,4,1,5
Vivo Basic Chiffon Tie Kaftan Top - Light Taupe / Dark Teal Nisa Print,4,1,5
Vivo Ava Tent Flounce Maxi Dress - Navy,5,0,5
Safari Tiwa Wide Leg Pants - Mustard,1,4,5
Safari Mali 3/4 Bishop Sleeve Tie Top - Navy Blue,4,1,5
Vivo Beali Two Way Wrap Top - Cream / Gold Lea Print,4,1,5
Vivo Studio Lounge Pants in Rib - Dark Taupe,4,1,5
Vivo Wila Jumpsuit - Burgundy,4,1,5
Zoya Luna Cargo Pants - Dark Green,5,0,5
Vivo Dalia Cap Sleeve Gathered Dress in Crepe - Black / Beige Textured Print,4,1,5
Safari Zene Off Shoulder Dress - Peach,3,2,5
Vivo Full Length Pants - Fs 4,5,0,5
Vivo Maxi Kaftan in Satin - Grey / Rust Rozi Print,5,0,5
Vivo Basic Long Sleeved Top - Orange,1,4,5
Vivo Wrap Poncho in Sweater - Dark Red,5,0,5
Vivo Basic V-Neck Long Sleeve Top - Navy Blue,3,2,5
Vivo Sanali Wide Leg Pants - Beige / Red Print,5,0,5
Safari Zene Off Shoulder Top - Coral,3,2,5
Vivo Mistari 3/4 Sleeve V - Neck Collared Tunic Top - Neck Collared Tunic Top - Black Textured,1,4,5
Vivo Basic Sleeveless Jersey Waterfall - Mustard,3,2,5
Vivo Reversible Poncho without Fringes - Light Navy Blue / Fuschia Samba Print,5,0,5
Safari Anga Wide Shorts - Black / White Ankara Print,5,0,5
Vivo Basic Cap Sleeve Maxi Dress In Chiffon - Red,5,0,5
Vivo Knee Length Kaftan in Satin - Pink / Sea Green Print,3,2,5
Vivo Niari Sleeveless Top - Light Mustard,5,0,5
Vivo Nimali Satin Joggers - Blue,5,0,5
Vivo Kitenge Multi Purpose Wrap - Orange / Black Ankara Print,4,1,5
Vivo Basic Chiffon Bishop Sleeve Top (Double Layered) - Navy Blue,5,0,5
Zoya Basic Tank Top - Yellow,4,1,5
Vivo Ria Pants & Waterfall Set - Taupe,4,1,5
Vivo Iyana Knee Length Bubble Dress - Fuschia / Green Iya Pint,5,0,5
Vivo Niari Sleeveless Tent Dress in Crepe - Hunters / Black Print,5,0,5
Vivo Everyday Cap Sleeve Top - Mustard,5,0,5
Vivo Nimali Satin Shorts - Lilac,2,3,5
Safari Chui Heavy Shirt - Red,0,5,5
Safari Tara Barell Pants - Olive / Brown Khoi Print,3,2,5
Safari by Vivo Zehra Kitenge Shorts - Kosi Print,5,0,5
Vivo Hadiya Wrap Dress - Dark Green,3,2,5
Vivo Wide Leg Pants in Textured Crepe - White ,5,0,5
Vivo Wastani Shirred Sleeve Easy Fit Shirt - Light Grey,2,3,5
Vivo Niari Boat Neck Dress - Dark Tan,3,2,5
Vivo Ava Tent Flounce Maxi Dress - Dark Green,5,0,5
Vivo Dua 3/4 Sleeved V Neck Shirt - Olive / Black Arisi Print,4,1,5
Vivo Maisha Wide High Low Top - White / Olive Ika Print,5,0,5
Safari Tara Barell Pants - Navy / Light Blue Sutu Print,1,4,5
Vivo Basic Leila Maxi Waterfall - White,4,1,5
Safari by Vivo Zehra Kitenge Short Kimono - Kosi Print,5,0,5
Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - White,5,0,5
Safari Bush Men's Long Sleeve T-shirt - Hunters Green,5,0,5
Vivo Basic Long Sleeved Top - Pink,4,1,5
Safari Men's Short Sleeve Shirt - Black / Tana Print,4,1,5
Safari Naledi Gathered Panel Maxi Skirt - White,4,1,5
Safari Tafari Highlow Top in Kitenge - Lara Print,3,2,5
Vivo Nimali Satin Shorts - Blue,5,0,5
Shiv & Shikie X Safari Drawstring Shorts - Light Taupe,5,0,5
Vivo Basic Crepe Pants - Rust Orange,3,2,5
Vivo Keza V Neck Maxi Kaftan In Satin - Cream / Rust Print,5,0,5
Zoya Basic Jersey Bandeau - Dark Green,5,0,5
Safari Savannah Men's Long Sleeve Shirt - White,4,1,5
Vivo Hari Flared Sleeve Tunic - Pink,5,0,5
Vivo Loose Tops - Fs 4,4,1,5
Vivo Saida Cap Sleeve Top - Rust,5,0,5
Vivo Tatili Bishop Long Sleeve Top In Satin - Teal ,5,0,5
Vivo Ayah Drawstring Pants - Burnt Orange,5,0,5
Safari Bush Yoga Wrap - Off White,2,3,5
Vivo Basic Long Sleeved Top - Light Grey,3,2,5
Vivo Zena Shirred Waist Maxi Shirt Dress in Crepe - White / Yellow Dana Print,3,2,5
Vivo Ria Drop Shoulder Top - Dark Olive,4,1,5
Vivo Rema High Low Maxi Dress - Sage,4,1,5
Safari Men's Short Sleeve Shirt - Black / Tari Print,5,0,5
Vivo Ajani Long Sleeve Top - Navy Blue,5,0,5
Vivo Basic Round Neck Maxi Dress - Teal,4,1,5
Vivo Yene Jumpsuit - White / Burgundy Shibori Print,4,1,5
Vivo Ria Drop Shoulder Top - Maroon,5,0,5
Vivo Ayana Wide High Low Top - Black / Mint,2,3,5
Vivo Dua 3/4 Sleeved V Neck Shirt - Light Blue,3,2,5
Zoya Shani Off Shoulder Crop Top - Burgundy / Peach Sani Print,5,0,5
Vivo Sakari Cap Sleeve Maxi Dress - Red,3,2,5
Vivo Basic Nalia High Low Jersey Top - Teal,3,2,5
Vivo Niari Pleated Dress in Crepe - Rust,3,2,5
Safari Tafari Wrap Top - Sigi Print,2,3,5
Vivo Ayla Crepe Pants - Mulberry,4,1,5
Vivo Essi Front Slit Maxi Top In Satin - White,4,1,5
Vivo Basic Nandi High Slit Kimono - Black / Rust Print,5,0,5
Vivo Basic Round Neck Maxi Dress - Blue / Black Print,5,0,5
Safari by Vivo Zehra Kitenge Pants - Pena Print,5,0,5
Vivo Off Shoulder Maxi Dress in Cotton - Orange Multicolor Print,5,0,5
Vivo Ava Tent Flounce Maxi Dress - Sage / Navy Sella Print,5,0,5
Vivo Ayah Drawstring Pants - Lilac / Orange Zani Print,5,0,5
Vivo Bodysuits T- Shirts & Tank Tops - Rfs 1,1,4,5
Vivo Basic 3/4 Sleeve Leila Bodycon Dress - Light Taupe,5,0,5
Vivo Sanyu Pleated Pants - Purple,5,0,5
Vivo Chela Jersey Sleeveless Waterfall - Orange,3,2,5
Vivo Basic Dolman Sweater - Dark Green,4,1,5
Vivo Tanda Pant and Top Set - Olive,1,4,5
Vivo Imara 3/4 Sleeve Tent Dress,5,0,5
Vivo Leila Cap Sleeve Tent Maxi Dress - Black,5,0,5
Vivo Nimali Satin Joggers - Pink,5,0,5
Vivo Yene Wide Leg Pants - Olive,5,0,5
Vivo Tatili Bishop Long Sleeve Top In Satin - Brown Multicolor,4,1,5
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Asheri Print,5,0,5
Vivo Nasinka V-Neck Maxi Dress - Purple,4,1,5
Zoya Yuni Off shoulder Mini Dress - Black,5,0,5
Safari Tafari Wrap Skirt - Songwe Print,5,0,5
Vivo Basic Sleeveless Midi Jersey Waterfall - Mustard,3,2,5
Vivo Basic Destiny Chiffon Top - Green / Pink Print,1,4,5
Vivo X This Is Essential Short Unitard - Navy Blue,0,5,5
Zoya Banda Men's Wide Pants - Blue,5,0,5
Zoya Nia Off Shoulder Knee Length Dress - Navy Blue,5,0,5
Vivo Rema 3/4 Sleeve Side Slit Tunic Top - Lilac,3,2,5
Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Taupe,0,5,5
Vivo Asha Sleeveless Knee Length Dress - Purple / Navy Nola Print,4,1,5
Vivo Talia Wide Leg Pants - Light Grey,3,2,5
Zoya Basic Tank Top - Dark Green,5,0,5
Safari Naledi Wrap Top - Navy,5,0,5
Safari Hawi Peplum Bishop Sleeve Wrap Coat - Cherry,5,0,5
Vivo Wide Top in Satin - White / Red Rozi Print,5,0,5
Vivo Basic Leila Short Waterfall - Hunters,5,0,5
Vivo Chela Sleeveless Waterfall - Buttermilk,3,2,5
Vivo Tahisa Straight Leg Pants -Dark Green,3,2,5
Vivo Cotton High Low Top - Olive,5,0,5
Vivo Basic Waterfall - Light Mustard,4,1,5
Vivo Cotton 3/4 Sleeve Wrap Top - Mulberry,5,0,5
Vivo Reba Drop Shoulder Shirt Dress - Mustard / Navy Deka Print,5,0,5
Vivo Lulu 3/4 Sleeve Maxi Kaftan - Fuschia / Black Print,5,0,5
Vivo Ayah Drawstring Pants - Purple,5,0,5
Vivo Chidii Wide Leg Pants - Dark Red / Black Tulu Print,5,0,5
Vivo Kelemi 4.0 Frilled Wide Top - Mustard,3,2,5
Vivo Maisha Top & Pant Set,5,0,5
Safari Kikoy Tunic High Low Top - Brown,1,4,5
Vivo Lalani Turtle Neck Sweater Dress - Mustard / Black Ukwi Print,4,1,5
Vivo Basic Double Layered Long Sleeved Bodysuit - Dark Mustard,5,0,5
Vivo Tahisa Straight Leg Pants - Orange,3,2,5
Vivo Basic Satin Bishop Sleeved Top - Hot Pink,5,0,5
Vivo Pana Short Waterfall - Olive Green,5,0,5
Vivo Essentials Capri Leggings - Mulberry,5,0,5
Safari Nimali Bubble Sleeve Top - Navy,4,1,5
Safari Naledi Bishop Sleeve Tiered Dress - White / Black Wia Print,4,1,5
Vivo Samira Cape Dress - Coral Print,2,3,5
Safari Tiwa Reversible Tie Kimono - Black +Tayo Print,3,2,5
Vivo Alani Plaid Midi Dress - Black / Tan Plaid,5,0,5
Vivo Hadiya Wrap Dress - Black,4,1,5
Zoya Shani Men's Summer Shirt - Navy / White Sani Print,5,0,5
Vivo Yumi Off Shoulder Jumpsuit - Chocolate,4,1,5
Vivo Ria Mock Neck Top - Taupe,4,1,5
Vivo Tolani Dress - Dark Red,4,1,5
Vivo Amara Sleeveless High Low Top - Tan,2,3,5
Vivo Chela Wide Leg Pants - Lilac,3,2,5
Vivo Safa Straight Leg Pants - Chocolate,5,0,5
Vivo Lani Maxi Dress In Satin - Black / White Yali Print,5,0,5
Vivo Scalloped Kimono in Crepe - Brown / Olive Print,5,0,5
Vivo Basic Escape A-Line Dress - Navy Blue,5,0,5
Vivo Chidii Wide Leg Pants - Light Tan / Navy Tulu Print,5,0,5
Zoya Basic Full Length Leggings - Burgundy,5,0,5
Vivo Dua 3/4 Sleeved V Neck Shirt - Mustard / Red Arisi Print,4,1,5
Vivo Ayah 3/4 Sleeve Jumpsuit - Navy,3,2,5
Vivo Zola V Neck Maxi Dress in Crepe - Green,5,0,5
Safari Savannah Men's Long Sleeve Shirt - Beige,5,0,5
Vivo Basic Satin Bishop Sleeve Top - Dark Mustard,4,1,5
Vivo Studio Strapless Maxi in Crepe- Dark Red,3,2,5
Safari Solana Bubble Midi Skirt - Black,4,1,5
Zoya Yuni Halter Dress - Black,5,0,5
Vivo Talia Front Slit Maxi Top - Rose Pink,4,1,5
Vivo Takali Asymmetrical Midi Length Kaftan - Dark Purple,2,3,5
Vivo Basic Waterfall - Navy Blue,5,0,5
Vivo Waridi Sleeveless Overcoat - Black,3,2,5
Vivo Niari Sleeveless Tent Dress in Crepe - Red / Black Print,3,2,5
